ID,Dish_id,Language,Name,Ingredients of a standard portion for an adult,Recipe,Tip
596,376,tr,Söğüş sebze,"Domates,110,g;
Salatalık,100,g;",Sebzeleri iri parçalar halinde doğra.,
597,377,tr,Zeytinli poğaça,"Tam tahıl unu,60,g;
Yumurta,10,g;
Yoğurt,10,g;
Zeytinyağı,10,g;
Tuz,2,g;
Kabartma Tozu,2,g; 
Siyah Zeytin,10,g;","Un, yoğurt, yumurta, az miktarda su, tuz, ve kabartma tozu karıştırılarak hamur yap. Bu hamurdan küçük toplar şeklinde parçalar kopararak avuç içinde aç. İçine zeytini yerleştir ve 180C fırında 30 dk. pişir.",
598,378,tr,Yarım yağlı Kefir,"Yarım yağlı Kefir,200,ml;",,
599,379,tr,Peynirli Omlet,"Yumurta,60,g;
Peynir,30,g;
Zeytinyağı,10,g;
Tuz,2,g;","Küp şeklinde doğranmış peyniri, yumurtayı, tuzu birlikte çırp ve zeytinyağı ile tavada pişir.",
600,380,tr,Mandalina suyu,"Mandalina suyu,200,ml;",,
601,381,tr,Tarçınlı krep,"Un,20,g; 
Süt,20,g;
Yumurta,10,g;
Tuz,2,g;
Tarçın,2,g; 
Zeytinyağı,5,g;","Un, yumurta, süt, tuz ve tarçın ile sıvı karışım hazırla. Tavayı ısıt, zeytinyağını ekle ve karışımı tavaya dök. Bir yüzü katılaşınca diğer yüzü çevir ve her iki yüzü de pişir.",
602,382,tr,Siyah zeytin,"Siyah zeytin,40,g;",,
603,383,tr,Süzme peynir,"Süzme peynir,40,g;",,
604,384,tr,Ispanak Çorbası,"Ispanak,75,g;
Soğan,30,g;
Domates salçası,8,g;
Zeytinyağı,8,g;
Tuz,1,g;
Karabiber,2,g;
Su,150,ml;
Yumurta sarısı,5,g;
Limon suyu,8,ml;","Doğranmış soğan, salça, ıspanak ve domates salçasını yağda sotele, su ekle ve kaynat. Sebzeler pişince tencerenin altını kapat ve birlikte çırpılmış yumurta sarısı ile limon suyunu ekle.",
605,385,tr,Tavuk haşlama,"Tavuk göğsü,120,g;
Havuç,30,g;
 patates,30,g; 
Su,180,ml;
Tuz,2,g;
Karabiber,2,g;","Tavuk göğsü bütün olarak, havuç ve patates iri parçalar halinde doğranmış olarak tencereye konur. Tuz karabiber ve su da eklenerek birlikte kaynatılır.",
606,386,tr,Etli bamya,"Bamya,160,g;
Et,50,g;
Soğan,20,g;
 Salça,8,g;
 Tuz,2,g;
Kırmızı biber,2,g; 
Karabiber,2,g;
Su,100,ml; 
Zeytinyağı,10,g;
Limon suyu,20,ml;",,
607,387,tr,Patlıcanlı bulgur pilavı,"Patlıcan,50,g;
Soğan,30,g;
Domates,30,g;
Yeşil biber,30,g;
Bulgur,50,g;
Tuz,2,g;
Kuru nane,4,g;
Zeytinyağı,10,g;
Su,170,ml;","Tüm sebzeleri küçük doğra, bulgur ile birlikte zeytinyağında sotele. Su, tuz ve naneyi ekle ve kaynat. Bulgur suyu çekene kadar pişir.",
608,388,tr,Tavuklu Börek,"Yufka,80,g;
Soğan,30,g;
Domates,30,g;
Yeşil biber,30,g;
Tavuk göğsü,50,g;
Tuz,2,g;
Karabiber,2,g;
Kırmızı biber,2,g;
Zeytinyağı,8,g;
Yumurta sarısı,4,g;",Tavada küp şeklinde doğranmış tavuk göğsünü zeytinyağı ile sotele. Suyunu salıp çekince soğan biber domates baharatları ve tuzu ekle pişir. Soğumaya bırak. Yufkayı ser ve iç yüzüne su sür. Tavuklu sebzeli harcı yerleştir ve sarma gibi sar. Üzerine yumurta sarısı sür ve 20dk. 180C fırında pişir.,
609,389,tr,Naneli ayran,"Kuru nane,4,g; 
Ayran,200,ml;",Ayrana nane ekle ve karıştır,
610,390,tr,Çoban salata,"Domates,100,g;
Salatalık,60,g;
Yeşil Biber,40,g;
Soğan,40,g;
Tuz,2,g;
Limon suyu,10,ml;
Zeytinyağı,10,g;","Tüm sebzeleri küçük küpler şeklinde doğra, bir kaba koy, tuz limon ve zeytinyağını ekleyip hepsini karıştır.",
611,391,tr,Nohut yemeği,"Nohut,80,g;
Soğan,40,g;
Salça,10,g;
Tuz,2,g;
Kırmızı biber,2,g;
Zeytinyağı,10,g;","Nohutu ıslatıp 1 gün beklet. Islattığın suyu dök. Düüdüklü tencerede soğan ve salçayı zeytinyağı ile sotele, nohutları ve suyu ekle, 20 dk. kaynat.",
612,392,tr,Salatalık Turşusu,"Salatalık Turşusu,100,g;",,
613,393,tr,Şehriye pilavı,"Şehriye,90,g;
Zeytinyağı,10,g;
Tuz,2,g;
Su,180,ml;",Şehriyeyi zeytinyağı ile sotele. Su ve tuzu ekle. Şehriyeler suyu çekene kadar pişir.,
614,394,tr,Terbiyeli Etli kereviz,"Kereviz,160,g;
Et,40,g;
Soğan,20,g;
Havuç,40,g;
Patates,40,g;
Tuz,2,g;
Su,120,ml;
Zeytinyağı,10,g;
Lemon juice,15,ml;
Egg yolk,5,g;","Kuşbaşı doğranmış etleri yağ ile sotele ve kendi suyunu çekene kadar pişir. Üzerine doğranmış kereviz, patates, havuç ve soğanlar ile suyu ekle   ve pişir. Ocağı söndürünce çırpılmış yumurta sarısı ve limon suyunu ekle ve karıştır.",
615,395,tr,Marul salatası,"Marul,80,g;
Maydanoz,25,g;
Taze soğan,30,g;
Tuz,2,g;
Limon suyu,15,ml;
Zeytinyağı,7,g;","Tüm sebzeleri küçük küpler şeklinde doğra, bir kaba koy, tuz limon ve zeytinyağını ekleyip hepsini karıştır.",
616,396,tr,Balkabağı Çorbası,"Balkabağı,100,g;
Patates,30,g;
Havuç,30,g;
Soğan,130,g;
Süt,80,ml;
Su,120,ml;
Zeytinyağı,10,g;
Karabiber,2,g;
Tuz,2,g;
Zerdeçal,1,g;","Balkabağını, patatesi, havucu ve soğanı küp şeklinde doğra, zeytinyağı ile sotele. Üzerine suyu ve baharatları ekle, kaynat. Sebzeler pişince sütü ekle ve birkaç dakika daha kaynat. Ocağı kapat, tuzu ekle ve el blender ile karıştır.",
617,397,tr,Lahana Sarması,"Beyaz Lahana,80,g;
Beyaz Pirinç,50,g;
Kuru Soğan,20,g;
Zeytinyağı,10,g;
Dolmalık Fıstık,4,g;
Kuş Üzümü,6,g;
Karabiber,2,g;
Tarçın,2,g;
Su,60,ml;
Tuz,2,g;","Lahana yapraklarını el büyüklüğünde parçalar olacak şekilde böl ve iki dakika kaynayan suda beklet. Soğumaya bırak. Pirinç, doğranmış soğan, tuz, tarçın, karabiber, zeytinyağınıo karıştırarak dolgu malzemesini hazırla. Lahana yapraklarına iç harcı azar azar koy ve sar. Sarmaları tencerede bitişik olacak şekilde diz. Üzerine su ekle ve pirinçler pişinceye kadar pişir.",
618,398,tr,Balık buğulama,"Palamut Balığı,160,g;
Domates,50,g;
Limon,50,g;
Soğan,50,g;
Tuz,2,g;
Karabiber,2,g;
Zeytinyağı,10,g;","Temizlenmiş palamudu parmak kalınlığında dilimle. Soğanları soyup balık dilimleri ile yaklaşık aynı kalınlıkta yuvarlak dilimler halinde kes. Domatesleri ve limonu da aynı şekilde yuvarlak dilimle. Bir fırın kabının içine limon dilimlerini yerleştip üzerine palamut, soğan ve domates dilimlerini de diz.
 Karabiberi ve tuzu da her yere gelecek şekilde serp. Üzerine zeytinyağını gezdirerek dök.Kabın üzerini alüminyum folyo ya da yağlı kağıt ile kapatıp önceden ısıtılmış 200 derece fırında pişmeye bırak.",
619,399,tr,Patates Salatası,"Patates,80,g;
Marul,80,g;
Maydanoz,25,g;
Taze soğan,30,g;
Tuz,2,g;
Limon suyu,15,ml;
Zeytinyağı,7,g;","Patatesleri haşla, soğut ve küçük küpler şeklinde doğra. Üzerine doğranmış yeşillikleri, tuz, limon ve zeytinyağını ekleyip hepsini karıştır.",
620,400,tr,Şehriye Çorbası,"Şehriye,40,g;
Domates,60,g;
Zeytinyağı,7,g;
Tuz,2,g;
Su,240,ml;",Rendelenmiş domatesi zeytinyağı ile sotele. Su ekle kaynat. Kaynayınca şehriyeleri ve tuzu ekle. Şehriye yumuşayınca ocağı kapat.,
621,401,tr,Sebzeli köfte,"Ayçiçek Yağı,10,ml;
Sarımsak,5,g;
Sivri Biber,40,g;
Domates,40,g;
Patates,30,g;
Patlıcan,40,g;
Maydanoz,20,g;
Karabiber,2,g;
Tuz,2,g;
Kimyon,2,g;
Yumurta,10,g;
Soğan,10,g;
Ekmek,10,g;
Kıyma,90,g;","Önce köfteyi hazırla. Bunun için kıyma, doğranmış soğan, kıyılmış maydanoz, yumurta, ekmek ve baharatları karıştır. Bu karışımdan küçük toplar yap ve fırın kabına koy. Üzerine tüm doğranmış sebzeleri ekle. Üzerini kapak ile kapat ve fırında 180 C de 40 dakika pişir. ",
622,402,tr,Sütlü Çorba,"Süt,200,ml;
Buğday,30,g;
Ayçiçek yağı,5,ml;
Tuz,2,g;
Su,60,ml;",Önceden ıslatılıp bekletilmiş buğdayı ayçiçek yağı ile sotele. Üzerine su ekle ve kaynat. Buğdaylar pişince sütü ekle ve birkaç dakika daha kaynat. Ocağı kapat ve en son tuz ekle.,
623,403,tr,Taze fasulye yemeği,"taze fasulye,150,g;
domates,60,g;
sivri biber,40,g;
soğan,20,g;
zeytinyağı,5,g;
tuz,2,g;","Soğan ve biberleri doğra ve zeytinyağı ile sotele. Üzerine doğranmış taze fasulye ve rendelenmiş domatesi ekle, tuz ekle. Sebzeler yumuşayıncaya kadar pişir.",
624,404,tr,Hurma,"hurma,60,g;",,
625,405,tr,Fıstık Ezmesi,"fıstık ezmesi,10,g;",,
626,406,tr,Üzümlü kek,"yumurta,13,g;
tam buğday unu,25,g;
ayçiçek yağı,17,ml;
şeker,22,g;
kabartma tozu,1,g;
vanilya,0.5,g;
kuru üzüm,8.5,g;
yoğurt,17,g;","Öncelikle  bir kapta şeker ve yumurtayı çırpın.
Daha sonra yağ ve yoğurdu ilave edin.
Üzerine un, kabartma tozu, vanilya döküp 2 dakika  karıştırarak üzümlü kek hamurunu hazırlayın.
Kuru üzümü yıkayıp üzerine az miktarda un serpip hazırladığınız kek hamurunun içersine ilave ederek karıştırın.
150 derecede 45 dakika pişirin.",
627,407,tr,Ihlamur,"ihlamur,200,ml;",,
628,408,tr,Ayva Çayı,"ayva çayı,200,ml;",,
629,409,tr,Çilek,"çilek,180,g;",,
630,410,tr,Tarçınlı süt,"tarçınlı süt,250,ml;",Sütün içine tarçını koy ve karıştır.,
631,411,tr,Sütlaç,"süt,100,ml;
beyaz pirinç,15,g;
su,100,ml;
pirinç unu,4,g;
şeker,40,g;","Pirinci yıkayıp su ile bir tencereye koy ve pişir. Daha sonra üzerine soğuk sütü ekle. Kaynamasını beklerken bu sırada bir kasede pirinç ununu soğuk su ile ez.
Tencerede kaynamakta olan sütten az bir miktar alıp kaseye ekle ve karıştır. Daha sonra kasedeki bu karışımı tencereye ekley ve  ara sıra karıştırarak 10 dakika kadar pişirin.
Pişmekte olan sütlaca  toz şeker ilave edip karıştır ve kaynatmaya devam et. Sütlacı kaseye dök ve soğumaya bırak.",
632,412,tr,"Domatesli, beyaz peynirli tam tahıllı tost","tam tahıllı ekmek,50,g;
beyaz peynir,30,g;
domates,110,g;
kekik,2,g;","Ekmeğin arasına domates, peynir ve kekiği koyup tost makinesinde pişirin.",
633,413,tr,Kuru kayısı hoşafı,"su,200,ml;
kayısı,100,g;
şeker,10,g;",Meyveleri ince ince doğrayın. Su ve şeker ile 20 dakika kaynatın.,
634,414,tr,Maydanozlu omlet,"yumurta,60,g;
maydanoz,75,g;
zeytinyağı,10,g;
tuz,2,g;","Maydanozu ince ince kıyın. Yumurtaları tuz, yağ ile çırpın ve bir tavada pişirin.",
635,415,tr,Çavdar ekmek,"çavdar ekmek,50,g;",,
636,416,tr,Yulaf lapası,"yulaf ezmesi,60,g;
süt,240,ml;
muz,100,g;
tarçın,2,g;",Tüm malzemeleri karıştırıp kısık ateşte pişirin.,
637,417,tr,Papatya çayı,"papatya çayı,200,ml;",,
638,418,tr,Ispanaklı gözleme,"ıspanak,150,g;
soğan,75,g;
ayçiçek yağı,10,ml;
yufka,50,g;
tuz,2,g;",Ispanağı ince ince doğrayın. Soğanı yağ ve tuz ile soteleyin. Hamurların arasına koyup sarın. 20 dakika fırında pişirin.,
639,419,tr,Kuru erik hoşafı,"su,200,ml;
kuru erik,180,g;
şeker,15,g;",Meyveleri ince ince doğrayın. Su ve şeker ile 20 dakika kaynatın.,
640,420,tr,Sebzeli dürüm," lavaş,50,g;
kaşar peynir,40,g;
domates,110,g;
yeşil biber,75,g;
mantar,75,g;
zeytinyağı,10,ml;
tuz,2,g;","Zeytinyağlı bir tavada mantarları ve yeşil biberleri soteleyin. Sotelenmiş sebzeleri, kaşar peynirini ve domates dilimlerini lavaşa ekleyip sarın.",
641,421,tr,Yarım yağlı ayran,"yarım yağlı ayran,200,ml;",,
642,422,tr,İncir ,"incir,180,g;",,
643,423,tr,Badem,"badem,30,g;",,
644,424,tr,Probiyotik ayran,"probiyotik ayran,200,ml;",,
645,425,tr,Yarım yağlı yoğurt,"yarım yağlı yoğurt,200,ml;",,
646,426,tr,Şeftali,"şeftali,180,g;",,
647,427,tr,Yeşil mercimek çorbası,"su,180,ml;
yeşil mercimek,5,g;
soğan,5,g;
tuz,2,g;
zeytinyağı,5,ml;
havuç,3,g;
patates,3,g;
salça,3,g;","Soğanları küçük doğrayıp yağ, salça, tuz ile soteleyin. Havuç ve patatesi ekleyin. Mercimekleri ve suyu ekleyin. Pişince blenderdan geçirin. ",
648,428,tr,Sebze graten,"kabak,30,g;
havuç,20,g;
patates,30,g;
bezelye,20,g;
süt,50,ml;
kaşar peynir,40,g;
tereyağı,10,g;
tam buğday unu,10,g;",Sebzeleri haşlayıp süzün. Beşamel sos hazırlayıp sebzlerin üzerine yayın. Kaşar peyniri üzerine ekleyin. Fırında pişirin.  ,
649,429,tr,"Dereotlu, peynirli poğaça","buğday unu,60,g;
yumurta,20,g;
yoğurt,30,g;
dereotu,10,g;
kabartma tozu,2,g;
kaşar peynir,40,g;","Un, yumurta, yoğurt ve kabartma tozundan bir hamur elde edilir. İnce doğranmış dereotları hamura eklenir. Hamurun arasına kaşar peynir konularak şekil verilir. ",
650,430,tr,Kuru üzüm hoşafı,"su,200,ml;
kuru üzüm,180,g;
 şeker,15,g;",Meyveleri ince ince doğrayın. Su ve şeker ile 20 dakika kaynatın.,
651,431,tr,Tarhana çorbası,"su,180,ml;
tarhana,30,g;
tuz,2,g;
zeytinyağı,5,ml;
salça,3,g;",Salçayı yağ ile kavurun.  Üzerine tarhana ve suyu ilave edip kaynayana kadar karıştırın. ,
652,432,tr,Sebze köftesi,"yumurta,60,g;
patates,40,g;
kabak,40,g;
havuç,20,g;
tam buğday unu,50,g;
zeytinyağı,10,ml;
tuz,2,g;
karabiber,2,g;
pul biber,2,g;","Havuç, patates ve kabağı rendeleyin. Tüm malzemeleri karıştırıp yuvarlayın. 180 derecelik fırında 30 dakika pişirin.",
653,433,tr,Kıymalı nohut,"nohut,80,g;
kıyma,60,g;
soğan,50,g;
salça,10,g;
tuz,2,g;
zeytin yağı,10,ml;","1 gün önceden nohutları ıslat. Tencerede yağ, salça, tuz, soğan ve kıymayı pişir. Üzerine nohutları ve suyu ekle. 30 dakika pişir. ",
654,434,tr,Sebzeli bulgur pilavı,"bulgur,50,g;
domates,110,g;
yeşil biber,20,g;
patlıcan,40,g;
soğan,20,g;
zeytinyağı,10,ml;
tuz,2,g;",Tüm sebzeleri yağ ile soteleyin.Üzerine bulgur ve su ilave edin. 15 dakika pişirin. ,
655,435,tr,Kıymalı karnabahar,"karnabahar,150,g;
kıyma,60,g;
soğan,75,g;
salça,10,g;
tuz,2,g;
zeytinyağı,10,ml;","Soğan, tuz, salça, zeytinyağı ve kıymayı soteleyin. Üzerine karnabaharları ve suyu ekleyin. 25 dakika pişirin.  ",
656,436,tr,Yağlı cacık,"yoğurt,200,ml;
dereotu,75,g;
zeytinyağı,10,ml;
tuz,2,g;
su,50,ml;","Yoğurt, tuz ve suyu bir kasede çırp. Üzerine ince kıyılmış dereotu ve zeytinyağını ekle, karıştır.  ",
657,437,tr,Pırasalı börek,"pırasa,150,g;
salça,10,g;
ayçiçek yağı,10,ml;
yufka,50,g;
tuz,2,g;"," Pırasaları ince doğrayıp, salça ve tuz ile pişirin. Yufkaları sıvı yağ ile ıslatın. Pişirdiğiniz karışımı yufkaların arasına koyup sarın. ",
658,438,tr,Elma kompostosu,"su,200,ml;
elma,180,g;
şeker,15,g;",Meyveleri ince ince doğrayın. Su ve şeker ile 20 dakika kaynatın.,
659,439,tr,Zeytinyağlı kabak,"kabak,150,g;
dereotu,20,g;
soğan,20,g;
zeytinyağı,10,ml;
tuz,2,g;",Soğanları zeytinyağı ile soteleyin. Kabakları küp şeklinde doğrayıp ekleyin. Üzerine su ve dereotu ekleyerek 20 dakika pişirin. ,
660,440,tr,Probiyotik yoğurt,"probiyotik yoğurt,200,ml;",,
661,441,tr,Fırında sebze,"kabak,40,g;
patlıcan,40,g;
patates,50,g;
bezelye,20,g;
kırmızı biber,2,g;
karabiber,2,g;
tuz,2,g;
zeytinyağı,10,ml;",Tüm sebzeleri fırın kabına dizin. Üzerine zeytinyağı ve tuzu ekleyin. Fırında 25 dakika pişirin. ,
662,442,tr,Elma,"elma,200,g;",,
663,443,tr,Patlamış mısır (yağsız),"patlamış mısır (yağsız),20,g;",,
664,444,tr,Üzüm suyu,"üzüm suyu,200,ml;",,
665,445,tr,Kuru kayısı,"kuru kayısı,40,g;",,
666,446,tr,Kabak çekirdeği,"kabak çekirdeği,30,g;",,
667,447,tr,Karabuğday ekmeği,"karabuğday ekmeği,50,g;",,
668,448,tr,Kaju,"kaju,30,g;",,
669,449,tr,Mandalina ,"mandalina,180,g;",,
670,450,tr,Leblebi  bar,"leblebi,50,g;
pekmez,10,ml;",Leblebileri un haline getirin. Pekmez ile karıştırın. Küçük dikdörtgenler şeklinde dilimleyin. ,
671,451,tr,Vişne kompostosu,"su,200,ml;
vişne,180,g;
şeker,15,g;",Meyveleri ince ince doğrayın. Su ve şeker ile 20 dakika kaynatın.,
672,452,tr,Kavun,"kavun,180,g;",,
673,453,tr,Yer fıstığı,"yer fıstığı,30,g;",,
674,454,tr,Fırında balık,"palamut balığı,160,g;
soğan,100,g;
zeytinyağı,10,ml;
tuz,2,g;",Balıkları yağ ve tuz ile ovalayın. Soğanları halka halka yaparak tepsiye dizin. 180 derecede 30 dakika pişirin. ,
675,455,tr,Zeytinyağlı barbunya pilaki,"barbunya,80,g;
soğan,50,g;
patates,40,g;
havuç,40,g;
domates salçası,10,g;
tuz,2,g;
zeytinyağı,10,ml;","Zeytinyağı, salça ve soğanları soteleyin. Üzerine havuç ve patatesi ekleyin. Barbunya ve suyu ekleyerek 30 dakika pişirin. ",
676,456,tr,Roka salatası,"roka,100,g;
domates,50,g;
tuz,2,g;
zeytinyağı,10,ml;
limon suyu,10,ml;","Rokaları iri iri doğrayın. Domatesleri küp küp doğrayın.  Kab içerisinde zeytinyağı, limon suyu ve tuz ile karıştırın. ",
677,457,tr,Soğuk ayran çorbası,"su,80,ml;
yoğurt,100,ml;
nohut,10,g;
buğday,10,g;
tuz,2,g;
zeytin yağı,2,ml;
nane,2,g;",Nohut ve buğdayı haşlayın. Yoğurt ve suyu çırpın. İçerisine tüm malzemeleri ekleyerek karıştırın. ,
678,458,tr,Fırın köfte,"kıyma,60,g;
patates,40,g;
domates,30,g;
yeşil biber,30,g;
soğan,30,g;
domates salçası,10,g;
zeytinyağı,10,ml;
tuz,2,g;
karabiber,2,g;
bayat ekmek,30,g;","Soğanları rendeleyin. Karabiber, tuz, bayat ekmek ve kıymayı ekleyerek yuvarlayın. Sebzelerle birlikte fırın kabına dizin. 200 derecede 30 dakika pişirin.   ",
679,459,tr,Göbek salata,"göbek marul,100,g;
dereotu,10,g;
maydanoz,10,g;
yeşil soğan,10,g;
domates,20,g;
zeytinyağı,10,ml;
limon suyu,10,ml;
tuz,2,g;",Tüm malzemeleri doğrayıp karıştırın. Üzerine zeytinyağı ve limon suyu ekleyin. ,
680,460,tr,Yayla çorbası,"su,80,ml;
yoğurt,100,ml;
pirinç,10,g;
tuz,2,g;
zeytin yağı,2,ml;
nane,2,g;",Pirinçleri haşlayın. Yoğurt ve suyu karıştırarak üzerine ekleyin. Naneyi ekleyerek 25 dakika pişirin.  ,
681,461,tr,Kaşar Peyniri,"kaşar peyniri,40,g;",,
682,462,tr,Kahvaltılık Sos,"kırmızı biber,50,g;
domates,50,g;
sarımsak,0,diş;
zeytinyağı,5,g;
taze kekik,2,g;
kırmızı toz biber,1,g;
tuz,0,g; 
ceviz,7,g;","Yıkanıp kurulanmış biberlerin birkaç yerine bıçak yardımıyla delik açın. Domatesleri dilim dilim doğrayın. Domates, biber ve sarımsakların üzerine zeytinyağı gezdirip 190 derecelik fırına verin. Közlenene dek 15 - 20 dakika pişirin.
Közlendikten sonra kabuklarını soyun ve biberlerin çekirdeklerini temizleyin.Tüm malzemeleri blenderda çekin.
Karışıma kekik, kaşar, ceviz ve diğer baharatları ekledikten sonra bir kez daha çekin.",
683,463,tr,Labne,"labne,30,g;",,
684,464,tr,Tam Buğday Lavaş,"su,35,ml;
tam buğday unu,35,g;
tuz,0,g;
kuru maya,0,g;
şeker,0,g;","Un haricindeki tüm malzemeleri karıştırarak yoğurmaya başlayın. Hamur kıvam alana kadar unu yavaş yavaş ekleyin.Ele yapışmayan kıvama geldiğinde hamurun üzerini kapatın ve yarım saat dinlenmeye bırakın.Sürenin sonunda hamuru bezelere bölün. Merdane ile tezgahta açın. Tavayı önce ısıtın, ardından lavaşları arkalı önlü pişirin.",
685,465,tr,Ekmek Pizza,"Ekmek,50,g;
Domates Sosu,10,g;
Kaşar Peyniri (Yarım Yağlı),20,g;
Çarliston Biber,15,g;
Kapya biber,15,g;
Zeytin (Dilimlenmiş),10,g;",Peynir ve biberleri küçük küçük doğrayın. Ekmek üzerine domates sosunu sürün. Doğradığınız malzemeleri üzerine koyun. Son olarak rendelenmiş kaşarı ekleyin ve üzeri kızarana kadar fırında pişirin.,
686,466,tr,Poşe Yumurta,"Yumurta,50,g;
Sirke,5,g;
Tuz;",Kaynamış suyun içine sirke ve tuzu ekleyip iyice karıştırın. Ardından kaynar suyun içine yavaşça yumurtayı kırın ve 3 dakika pişirin.,
687,467,tr,Sebzeli tavuk güveci,"tavuk göğsü,60,g;
taze fasulye,30,g;
domates,40,g;
yeşil biber,20,g;
kabak,40,g;
zeytinyağı,10,ml;
tuz,2,g;",Küp şeklinde doğranmış tavuk etlerini kabınızın alt kısmına yayın. Üzerine küçük doğranmış tüm sebzeleri ekleyin. Üzerie yağı ve tuzu ekleyin. 180 derecede 1-2 saat pişirin. ,
688,468,tr,Domates salatası,"domates,100,g;
soğan,50,g;
zeytinyağı,10,ml;
tuz,2,g;",Tüm malzemeleri doğrayıp karıştırın. Üzerine zeytinyağı ve tuzu ekleyin. ,
